gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3097275563	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73407648	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.377738	-84.61128	2538.0						2021-04-04T12:15:00	4	4	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73407648		Jaime Marcelo Aranda Sánchez	2021-04-09T22:42:23	CC_BY_NC_4_0	nubegris	nubegris			2022-06-03T11:31:57.017Z	StillImage	COORDINATE_ROUNDED
3079910798	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73053113	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.450145	-83.567897	164.0						2015-02-19T12:26:00	19	2	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73053113		gernotkunz	2021-04-05T21:48:18	CC_BY_NC_4_0	gernotkunz	gernotkunz			2022-06-03T11:14:38.592Z		COORDINATE_ROUNDED
3079872785	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/73053107	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.450145	-83.567897	164.0						2015-02-19T12:33:00	19	2	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	73053107		gernotkunz	2021-04-05T21:48:17	CC_BY_NC_4_0	gernotkunz	gernotkunz			2022-06-03T10:56:33.756Z		COORDINATE_ROUNDED
3067612232	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66718421	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.792021	-84.593712	1000.0						2015-06-26T10:05:00	26	6	2015	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	66718421		J Mollenhauer	2020-12-18T01:09:50	CC_BY_NC_4_0	J Mollenhauer	J Mollenhauer			2022-06-03T11:53:44.395Z	StillImage	COORDINATE_ROUNDED
3039288467	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69073331	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.642406	-82.784176	89.0						2020-12-13T03:47:00	13	12	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	69073331		Nicholas Hess	2021-02-05T00:07:44	CC_BY_NC_4_0	Nicholas Hess	Nicholas Hess			2022-06-03T11:27:19.412Z	StillImage	COORDINATE_ROUNDED
3039284809	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69259740	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.9438	-85.654791	3116.0						2021-02-05T17:04:00	5	2	2021	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	69259740		Michelle Monge-Velazquez	2021-02-08T16:04:25	CC_BY_NC_4_0	Michelle Monge-Velazquez	Michelle Monge-Velazquez			2022-06-03T11:11:37.793Z	StillImage	COORDINATE_ROUNDED
3031788464	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68407088	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.512959	-84.683112	31189.0						2021-01-19T09:05:00	19	1	2021	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	68407088		Arenal Observatory Lodge & Spa	2021-01-21T13:46:52	CC_BY_NC_4_0	Arenal Observatory Lodge & Spa	Arenal Observatory Lodge & Spa			2022-06-03T11:13:20.257Z	StillImage	COORDINATE_ROUNDED
3031700803	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68067200	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.642761	-83.664421	210.0						2021-01-10T19:51:00	10	1	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	68067200		Marian Paniagua	2021-01-14T20:04:58	CC_BY_NC_4_0	Marian Paniagua	Marian Paniagua			2022-06-03T10:56:07.471Z	StillImage	COORDINATE_ROUNDED
3017953823	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67487545	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.478535	-83.597682	3.0						2021-01-02T06:42:09	2	1	2021	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	67487545		Leo Arias	2021-01-03T00:41:22	CC0_1_0	Leo Arias	Leo Arias			2022-06-03T11:10:35.618Z	StillImage	COORDINATE_ROUNDED
3013979616	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67031177	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.560866	-83.464355	27499.0						2020-12-19T00:00:00	19	12	2020	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	67031177		Marian Paniagua	2020-12-25T03:25:34	CC_BY_NC_4_0	Marian Paniagua	Marian Paniagua			2022-06-03T10:56:15.063Z	StillImage	COORDINATE_ROUNDED
3008566753	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66811638	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.820738	-85.319701	441.0						2007-06-16T21:29:00	16	6	2007	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	66811638		jayras	2020-12-20T05:44:17	CC_BY_NC_4_0	Pacho Gutierrez	Pacho Gutierrez			2022-06-03T10:56:16.438Z	StillImage	COORDINATE_ROUNDED
3008449314	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15270189	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.416283	-84.181651	31189.0						2018-06-21T20:38:21	21	6	2018	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	15270189		mike_cove	2018-08-09T20:10:35	CC0_1_0	mike_cove	mike_cove			2022-06-03T10:54:31.321Z		COORDINATE_ROUNDED
3008432782	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66836835	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.553958	-84.646114	31189.0						2009-01-04T15:01:00	4	1	2009	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	66836835		Cory Gregory	2020-12-20T19:02:23	CC_BY_NC_4_0	Cory Gregory	Cory Gregory			2022-06-03T11:29:22.172Z	StillImage	COORDINATE_ROUNDED
3005249013	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66652641	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.104497	-84.25204	31208.0						2020-12-15T07:22:09	15	12	2020	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	66652641		Jean Carlo Barrantes Rodríguez	2020-12-16T13:24:18	CC_BY_NC_4_0	Jean Carlo Barrantes Rodríguez	Jean Carlo Barrantes Rodríguez			2022-06-03T10:56:13.167Z	StillImage	COORDINATE_ROUNDED
2992845866	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/65864190	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.121712	-83.553096	113.0						2020-11-29T21:27:48	29	11	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	65864190		caiman90	2020-11-30T10:21:25	CC_BY_NC_4_0	pantheracostarica	pantheracostarica			2022-06-03T10:56:08.774Z	StillImage	COORDINATE_ROUNDED
2988275338	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/20330885	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.191534	-83.639285	132.0						2019-02-13T13:53:04	13	2	2019	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	20330885		edwingomezmendez	2019-02-14T00:27:06	CC_BY_NC_4_0	edwingomezmendez	edwingomezmendez			2022-06-03T11:53:09.960Z	StillImage	COORDINATE_ROUNDED
2980958866	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/63965620	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.607369	-84.973446	31179.0						2020-10-29T18:30:00	29	10	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	63965620		frogman44	2020-11-01T15:07:53	CC_BY_NC_4_0	frogman44	frogman44			2022-06-03T11:11:34.005Z	StillImage	COORDINATE_ROUNDED
2980835081	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/64138339	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.403131	-83.01437	31279.0						2016-04-17T03:39:00	17	4	2016	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	64138339		f_fleming-ochoverde	2020-11-03T22:58:31	CC_BY_NC_4_0	f_fleming-ochoverde	f_fleming-ochoverde			2022-06-03T10:55:58.624Z	StillImage	COORDINATE_ROUNDED
2901698718	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62765597	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.978781	-85.672184	1055.0						2020-05-14T17:11:00	14	5	2020	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	62765597		Mari Murillo	2020-10-17T05:29:41	CC_BY_NC_4_0	Mari Murillo	Mari Murillo			2022-06-03T11:11:04.910Z	StillImage	COORDINATE_ROUNDED
2864895066	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/59866711	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.301944	-84.034228	122.0						2012-08-24T07:46:00	24	8	2012	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	59866711		Michele Chiacchio	2020-09-17T12:34:30	CC_BY_NC_4_0	dhfischer	dhfischer			2022-06-03T11:16:20.653Z	StillImage	COORDINATE_ROUNDED
2862312652	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58560024	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.406944	-83.339722							2020-08-29T07:08:50	29	8	2020	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	58560024		jungleanor	2020-09-05T00:32:03	CC_BY_NC_4_0	jungleanor	jungleanor			2022-06-03T11:13:19.896Z	StillImage	COORDINATE_ROUNDED
2860227524	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58453135	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.591587	-83.099855	222.0						2019-12-07T09:22:14	7	12	2019	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	58453135		f_fleming-ochoverde	2020-09-03T21:27:32	CC_BY_NC_4_0	f_fleming-ochoverde	f_fleming-ochoverde			2022-06-03T10:55:55.744Z	StillImage	COORDINATE_ROUNDED
2860189171	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58257138	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.446631	-83.458064	31279.0						2009-11-08T00:00:00	8	11	2009	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	58257138		Kate Rothra Fleming	2020-09-01T16:56:35	CC_BY_NC_4_0	Kate Rothra Fleming	Kate Rothra Fleming			2022-06-03T10:56:06.167Z	StillImage	COORDINATE_ROUNDED
2859947785	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/57970017	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.593898	-83.102224	92.0						2020-01-26T09:17:36	26	1	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	57970017		f_fleming-ochoverde	2020-08-29T22:04:53	CC_BY_NC_4_0	f_fleming-ochoverde	f_fleming-ochoverde			2022-06-03T11:20:45.763Z	StillImage	COORDINATE_ROUNDED
2859946719	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/57910792	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.64369	-83.148603	674.0						2017-01-13T20:17:53	13	1	2017	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	57910792		f_fleming-ochoverde	2020-08-29T12:16:08	CC_BY_NC_4_0	f_fleming-ochoverde	f_fleming-ochoverde			2022-06-03T11:14:12.378Z	StillImage	COORDINATE_ROUNDED
2859916721	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/57915507	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.593413	-83.098572							2017-07-26T23:30:40	26	7	2017	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	57915507		f_fleming-ochoverde	2020-08-29T13:27:33	CC_BY_NC_4_0	f_fleming-ochoverde	f_fleming-ochoverde			2022-06-03T11:34:02.454Z	StillImage	COORDINATE_ROUNDED
2851120457	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55512549	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.40959	-83.32932							2020-02-28T12:38:00	28	2	2020	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	55512549		Osa Conservation	2020-08-05T17:43:14	CC_BY_NC_4_0	Osa Conservation	Osa Conservation			2022-06-03T11:17:53.555Z	StillImage	
2850704382	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55513804	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.4068	-83.33003							2020-01-09T12:51:00	9	1	2020	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	55513804		Osa Conservation	2020-08-05T17:52:37	CC_BY_NC_4_0	Osa Conservation	Osa Conservation			2022-06-03T10:55:53.196Z	StillImage	
2850700339	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55493722	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.512211	-83.387481	31279.0						2020-03-14T09:43:00	14	3	2020	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	55493722		Osa Conservation	2020-08-05T14:47:40	CC_BY_NC_4_0	Osa Conservation	Osa Conservation			2022-06-03T10:55:56.548Z	StillImage	COORDINATE_ROUNDED
2850691415	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55512027	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.40959	-83.32932							2020-03-24T12:37:00	24	3	2020	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	55512027		Osa Conservation	2020-08-05T17:38:34	CC_BY_NC_4_0	Osa Conservation	Osa Conservation			2022-06-03T10:56:09.701Z	StillImage	
2843630845	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/142323590	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Costa Rica - Juan Castro Blanco NP		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	10.2057	-84.3211	5.0						2017-07-16T00:00:00	16	7	2017	2434982	2434982	HUMAN_OBSERVATION		Observations	OBS.142323590				CC_BY_NC_4_0	Stichting Observation International				2022-04-26T11:59:25.490Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2843560275	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/159906484	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR	Costa Rica - Guanacaste		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	9.877264	-85.540378	25.0						2018-07-13T00:00:00	13	7	2018	2434950	2434950	HUMAN_OBSERVATION		Observations	OBS.159906484				CC_BY_NC_4_0	Stichting Observation International				2022-04-26T11:59:35.610Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2843027780	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/185122028	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Costa Rica - Barva		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	10.133582	-84.105661	61.0						2005-09-23T00:00:00	23	9	2005	2435099	2435099	HUMAN_OBSERVATION		Observations	OBS.185122028				CC_BY_NC_4_0	Stichting Observation International				2022-04-26T11:59:42.765Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2840541344	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/141587484	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Costa Rica - Matina		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	10.02	-83.36	1000.0						2017-06-30T00:00:00	30	6	2017	2434982	2434982	HUMAN_OBSERVATION		Observations	OBS.141587484				CC_BY_NC_4_0	Stichting Observation International				2022-04-26T11:59:25.082Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2840356240	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/145528277	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR	Costa Rica - Arenal NP		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	10.4363	-84.7098	10.0						2017-10-25T00:00:00	25	10	2017	2434950	2434950	HUMAN_OBSERVATION		Observations	OBS.145528277				CC_BY_NC_4_0	Stichting Observation International				2022-04-26T11:59:26.481Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
